sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
504,0.109383,0.168412,0.160498,-0.345816,0.402267,-0.847699,-0.164327,0.176509,-0.970485,2.433972,0.806022,0.217589,0.448345,6.317464,0.187083,0.698679,0.131609,0.388235,0.576471,0.396079
505,0.762940,0.897114,0.036563,-0.652195,0.074741,-0.754357,0.822113,-0.145590,-0.550394,Infinity,0.678436,0.817929,0.343369,1.269308,0.026601,0.129641,0.054005,0.384314,0.607843,0.156863
506,0.518921,0.503487,0.192603,0.310230,-0.060037,-0.948764,0.185827,0.280353,-0.941738,30.161420,0.170990,0.469758,0.028906,0.680870,0.837445,0.732295,0.325684,0.650980,0.807843,0.305882
507,0.008471,0.371107,0.724836,0.147408,0.261869,-0.953780,0.531165,-0.462324,-0.710014,1.377027,0.812256,0.367681,0.851567,0.008797,0.869189,0.215822,0.266887,0.145098,0.262745,0.556863
508,0.568399,0.585436,0.819422,0.025118,0.519008,-0.854400,-0.149951,-0.105305,-0.983069,0.163425,0.127891,0.053281,0.716725,0.842583,0.474369,0.470693,0.844935,0.584314,0.596079,0.803922
509,0.385367,0.024924,0.081851,0.418420,-0.140017,-0.897396,0.536042,0.519309,-0.665565,14.460210,0.816790,0.528236,0.240713,0.339969,0.507673,0.162056,0.848937,0.721569,0.207843,0.254902
510,0.096378,0.324559,0.965856,0.547299,-0.299424,-0.781543,0.015065,-0.223622,-0.974560,1.323061,0.635975,0.604824,0.771016,0.527281,0.690051,0.521927,0.024494,0.278431,0.443137,0.658824
511,0.774636,0.159865,0.895723,0.544895,0.016399,-0.838344,-0.646312,0.483572,-0.590287,30.478500,0.287237,0.917384,0.287399,0.202444,0.395917,0.445690,0.189228,0.564706,0.423529,0.572549
512,0.533870,0.463386,0.647923,0.085421,0.001385,-0.996344,-0.475907,-0.548208,-0.687736,2.346041,0.086077,0.802107,0.596228,0.546991,0.821404,0.627199,0.770086,0.584314,0.588235,0.674510
513,0.771098,0.688147,0.940846,-0.628449,-0.172644,-0.758450,-0.354894,-0.072821,-0.932066,1.634514,0.127346,0.348851,0.929318,0.085214,0.322655,0.823177,0.254490,0.388235,0.490196,0.764706
514,0.636719,0.341050,0.058027,-0.280500,-0.420699,-0.862747,0.274377,0.560292,-0.781531,14.944710,0.006348,0.477591,0.406592,0.212581,0.689478,0.922721,0.103047,0.490196,0.486275,0.192157
515,0.809107,0.613881,0.539070,-0.273759,-0.589727,-0.759789,0.278033,0.347619,-0.895466,1.112861,0.598891,0.336433,0.777158,0.137587,0.326307,0.853679,0.198061,0.498039,0.466667,0.419608
516,0.137660,0.925879,0.276905,0.507159,-0.565466,-0.650414,-0.612994,0.374488,-0.695699,Infinity,0.881306,0.257071,0.882909,0.030737,0.147391,0.851443,0.076803,0.478431,0.454902,0.400000
517,0.126281,0.470004,0.286756,0.260504,0.199453,-0.944646,-0.723395,0.076722,-0.686159,4.852277,0.547745,0.295560,0.021468,0.758768,0.810972,0.794508,0.031932,0.345098,0.596079,0.211765
518,0.385811,0.568136,0.047050,-0.081509,-0.596215,-0.798677,-0.309038,0.691294,-0.653153,18.322240,0.890754,0.886421,0.496409,0.104273,0.588038,0.204758,0.922598,0.549020,0.650980,0.184314
519,0.541540,0.914539,0.050375,-0.042303,-0.035313,-0.998481,-0.038295,-0.860752,-0.507583,0.747692,0.394042,0.125445,0.088181,0.235791,0.162185,0.382190,0.094934,0.360784,0.533333,0.145098
520,0.277698,0.513727,0.943381,0.000943,0.001441,-0.999999,-0.288893,-0.778208,-0.557614,1.063082,0.866648,0.232583,0.201536,0.036358,0.281823,0.572851,0.915089,0.325490,0.301961,0.443137
521,0.400272,0.199507,0.719075,0.522932,-0.331067,-0.785453,-0.012693,0.010908,-0.999860,7.435751,0.402921,0.611819,0.161859,1.155219,0.513293,0.195064,0.450359,0.584314,0.423529,0.709804
522,0.203015,0.265640,0.677013,-0.589302,0.077753,-0.804163,-0.018365,0.007737,-0.999801,14.604920,0.636457,0.446825,0.631245,0.070979,0.676835,0.038050,0.693460,0.482353,0.450980,0.847059
523,0.263432,0.529902,0.136463,-0.410577,-0.560292,-0.719375,-0.388612,-0.628157,-0.674092,2.221894,0.734144,0.040487,0.960105,1.529664,0.567331,0.245799,0.419053,0.525490,0.556863,0.400000
524,0.910904,0.868878,0.810488,-0.800957,0.103888,-0.589640,-0.698451,0.057208,-0.713368,0.000270,0.886064,0.997459,0.019316,0.000487,0.860906,0.285534,0.394870,0.149020,0.137255,0.137255
525,0.779727,0.120396,0.037875,-0.118285,-0.559396,-0.820418,-0.004568,0.124853,-0.992165,3.969262,0.852982,0.715365,0.276845,0.581788,0.296294,0.305251,0.505529,0.803922,0.317647,0.184314
526,0.879027,0.079167,0.016906,-0.598979,0.408947,-0.688467,-0.296822,0.275126,-0.914441,2.038001,0.012072,0.828835,0.694996,0.767578,0.060700,0.592342,0.114592,0.447059,0.298039,0.168628
527,0.982613,0.162682,0.666151,0.123593,-0.846837,-0.517293,-0.337068,-0.296047,-0.893723,4.372452,0.684329,0.154128,0.049429,0.374369,0.584366,0.486282,0.433276,0.850981,0.282353,0.517647
528,0.160796,0.477995,0.993540,0.757331,0.140518,-0.637734,0.105660,-0.777886,-0.619459,1.690420,0.044163,0.789743,0.807133,1.240819,0.879834,0.399616,0.582729,0.411765,0.592157,0.913726
529,0.527321,0.262262,0.241370,0.107199,0.058575,-0.992511,-0.612662,0.312099,-0.726113,6.877219,0.157188,0.045650,0.617262,0.340733,0.538158,0.247485,0.102603,0.486275,0.278431,0.411765
530,0.727843,0.415864,0.980442,-0.503504,0.286497,-0.815110,0.117754,-0.222822,-0.967721,0.828250,0.994244,0.175083,0.083970,0.102213,0.436327,0.801808,0.185349,0.576471,0.349020,0.384314
531,0.298470,0.104251,0.573109,-0.158287,-0.529474,-0.833428,-0.554845,-0.462483,-0.691561,0.685710,0.944845,0.322321,0.705116,2.114517,0.231789,0.279825,0.369236,0.478431,0.294118,0.698039
532,0.572513,0.636149,0.973933,0.247414,0.506973,-0.825690,-0.023433,0.010653,-0.999669,3.680128,0.080069,0.254590,0.992677,0.319796,0.241070,0.698536,0.516733,0.407843,0.568628,0.956863
533,0.357944,0.148713,0.609135,-0.396034,0.357772,-0.845669,-0.005011,0.141790,-0.989884,5.093501,0.309303,0.733077,0.453600,1.097838,0.346786,0.848729,0.801135,0.490196,0.439216,0.764706
534,0.338575,0.021025,0.667627,-0.152486,-0.502353,-0.851111,-0.143144,-0.041503,-0.988831,46.835150,0.191662,0.237124,0.003407,0.071969,0.655688,0.587173,0.302139,0.466667,0.188235,0.333333
535,0.448901,0.522870,0.436963,-0.082602,-0.727468,-0.681151,0.248199,0.289528,-0.924430,10.492120,0.523623,0.592816,0.796887,0.303575,0.325041,0.498113,0.544196,0.529412,0.611765,0.627451
536,0.290036,0.938750,0.360708,-0.310606,-0.287735,-0.905943,0.181419,0.376161,-0.908620,2.610704,0.706679,0.807137,0.008933,1.078815,0.358593,0.059681,0.867747,0.470588,0.756863,0.568628
537,0.290126,0.495387,0.562245,0.192001,-0.060797,-0.979510,-0.043028,0.093421,-0.994697,10.022480,0.052255,0.172814,0.613914,1.945973,0.275279,0.356369,0.040431,0.454902,0.635294,0.729412
538,0.919058,0.899652,0.579631,0.042028,0.108101,-0.993251,-0.464069,0.365929,-0.806682,0.762899,0.845635,0.289474,0.427698,0.466532,0.986959,0.126828,0.143261,0.815686,0.498039,0.423529
539,0.876323,0.487234,0.798114,-0.500699,0.611853,-0.612321,-0.395183,-0.638774,-0.660150,16.029810,0.066595,0.784937,0.705738,0.699524,0.302966,0.496602,0.896437,0.631373,0.658824,0.870588
540,0.925724,0.010032,0.197679,-0.786514,0.307974,-0.535301,0.009988,0.012192,-0.999876,0.037351,0.913559,0.021224,0.244341,0.040018,0.665247,0.090843,0.014641,0.419608,0.141177,0.137255
541,0.848098,0.572083,0.382040,0.010260,0.029631,-0.999508,-0.492356,-0.260946,-0.830357,6.052913,0.819805,0.324597,0.796533,0.369797,0.239442,0.064476,0.264973,0.894118,0.470588,0.600000
542,0.256345,0.112450,0.020101,-0.114184,-0.320484,-0.940347,-0.440986,-0.730175,-0.521896,6.563992,0.509716,0.815710,0.492267,0.254310,0.404600,0.446458,0.780363,0.411765,0.360784,0.176471
543,0.499858,0.304307,0.038136,0.414116,-0.737825,-0.533032,0.325586,0.008837,-0.945471,0.344830,0.630544,0.768790,0.932896,0.082863,0.622537,0.047635,0.083192,0.372549,0.250980,0.149020
544,0.578889,0.954254,0.542518,-0.009772,0.043353,-0.999012,-0.228674,0.736167,-0.636998,4.888301,0.381507,0.562955,0.635229,0.698655,0.396056,0.090910,0.218684,0.592157,0.741177,0.607843
545,0.452267,0.513817,0.632471,0.337315,-0.022203,-0.941130,0.455218,-0.397175,-0.796887,5.672447,0.400677,0.209066,0.243595,1.692800,0.667620,0.295402,0.121882,0.690196,0.600000,0.568628
546,0.833448,0.631830,0.617538,-0.142943,0.109540,-0.983651,0.037510,0.323255,-0.945568,3.141601,0.857695,0.361294,0.028488,0.048954,0.307291,0.942859,0.155851,0.803922,0.490196,0.254902
547,0.485597,0.934935,0.117108,-0.026531,-0.070880,-0.997132,0.391472,0.551787,-0.736397,3.494062,0.619217,0.788518,0.995087,0.396563,0.075777,0.987682,0.397831,0.501961,0.886275,0.345098
548,0.398986,0.115400,0.100437,-0.640359,0.562602,-0.522895,-0.660599,-0.237642,-0.712134,0.824464,0.822882,0.985304,0.341541,1.044022,0.965697,0.942676,0.772733,0.627451,0.380392,0.333333
549,0.352223,0.590703,0.757969,0.051578,-0.292668,-0.954822,-0.078751,-0.397848,-0.914065,1.514955,0.985810,0.963975,0.130732,0.677652,0.209196,0.931402,0.651894,0.513726,0.745098,0.694118
550,0.000690,0.800954,0.571813,-0.431813,-0.687563,-0.583776,-0.277612,-0.331581,-0.901657,0.271928,0.253309,0.767454,0.929734,0.771476,0.994504,0.140002,0.858158,0.203922,0.556863,0.670588
551,0.588603,0.029473,0.685793,-0.027078,-0.161735,-0.986463,0.578627,0.125157,-0.805932,13.209410,0.264304,0.480681,0.455999,0.649584,0.777531,0.409912,0.167156,0.674510,0.223529,0.725490
552,0.659934,0.173381,0.442730,0.114840,-0.121245,-0.985957,0.120101,0.718878,-0.684682,3.573939,0.094991,0.945044,0.848481,0.647217,0.793838,0.435420,0.962839,0.670588,0.403922,0.650980
553,0.602024,0.370968,0.817188,-0.150850,-0.146657,-0.977618,-0.241949,-0.742723,-0.624358,0.437703,0.893126,0.297968,0.254396,0.459511,0.118389,0.740769,0.045187,0.470588,0.458824,0.376471
554,0.478235,0.478643,0.775315,0.357074,0.477430,-0.802844,0.803253,-0.141554,-0.578574,14.238040,0.548385,0.599507,0.313070,0.051987,0.573565,0.793046,0.549413,0.635294,0.666667,0.627451
555,0.574611,0.058487,0.358623,0.855810,-0.063314,-0.513402,0.007446,-0.051946,-0.998622,6.365774,0.660384,0.677316,0.259642,1.125160,0.604529,0.454580,0.302566,0.741177,0.294118,0.466667
556,0.902340,0.327282,0.514411,-0.214572,-0.612781,-0.760565,-0.140344,-0.250597,-0.957865,42.005560,0.286911,0.317400,0.134555,0.291850,0.982471,0.148493,0.596910,0.929412,0.560784,0.545098
557,0.680539,0.400500,0.410104,0.711825,-0.353820,-0.606726,-0.230049,0.420356,-0.877712,9.808713,0.812170,0.045973,0.198953,1.913411,0.049944,0.566761,0.039298,0.674510,0.619608,0.356863
558,0.514552,0.698180,0.409764,-0.011693,0.041015,-0.999090,0.141214,0.011815,-0.989909,16.303780,0.125948,0.557207,0.429474,0.263471,0.454548,0.619293,0.532215,0.474510,0.882353,0.603922
559,0.947807,0.316808,0.077422,-0.527398,-0.003524,-0.849611,0.214888,-0.410543,-0.886159,2.640925,0.140929,0.710693,0.349970,1.051476,0.632279,0.287975,0.610912,0.850981,0.474510,0.278431
560,0.238809,0.457556,0.992644,-0.039466,-0.058735,-0.997493,0.478595,0.006713,-0.878010,2.435829,0.350036,0.705172,0.195989,0.120368,0.093574,0.645188,0.729801,0.262745,0.521569,0.572549
561,0.424192,0.813734,0.033324,-0.710856,0.243397,-0.659880,-0.234669,0.426910,-0.873315,0.749840,0.206724,0.102281,0.379827,0.173624,0.198096,0.468480,0.004822,0.294118,0.490196,0.145098
562,0.476870,0.600371,0.372239,-0.296663,0.811399,-0.503610,0.425323,-0.288711,-0.857757,37.775830,0.110150,0.622206,0.312379,0.748442,0.666775,0.697740,0.639877,0.568628,0.709804,0.513726
563,0.368791,0.631852,0.927638,-0.195696,-0.472585,-0.859283,0.221165,-0.574373,-0.788151,2.946133,0.845124,0.833845,0.565904,0.089057,0.378967,0.954132,0.424833,0.521569,0.686275,0.686275
564,0.320618,0.599326,0.180205,-0.018406,0.118202,-0.992819,0.050435,0.271083,-0.961234,10.641950,0.044278,0.668364,0.567168,0.970825,0.482581,0.677997,0.487543,0.462745,0.862745,0.450980
565,0.535570,0.881998,0.908154,-0.197250,0.349393,-0.915979,0.442497,-0.018994,-0.896569,2.335997,0.620655,0.166147,0.232538,0.762461,0.562342,0.403955,0.621151,0.627451,0.698039,0.776471
566,0.869347,0.636789,0.079194,0.043977,-0.040806,-0.998199,0.166257,-0.143985,-0.975514,5.179006,0.266314,0.479714,0.138055,0.046487,0.676245,0.185870,0.447864,0.556863,0.596079,0.156863
567,0.564179,0.656250,0.410031,0.206306,0.278203,-0.938105,-0.779010,0.359823,-0.513489,1.683170,0.372387,0.703983,0.483412,1.198913,0.020691,0.105586,0.155161,0.360784,0.556863,0.435294
568,0.954738,0.366809,0.910548,0.541417,0.579725,-0.608923,-0.157026,0.297453,-0.941735,0.816610,0.481052,0.946188,0.406411,0.019479,0.268780,0.596983,0.739936,0.447059,0.384314,0.431373
569,0.078160,0.733578,0.903570,0.790540,-0.251657,-0.558315,0.011485,-0.017605,-0.999779,0.062546,0.615343,0.723896,0.787896,0.004645,0.151899,0.916866,0.073852,0.141177,0.278431,0.286275
570,0.624091,0.401764,0.748540,-0.376902,0.405289,-0.832878,0.469273,-0.278239,-0.838073,10.081650,0.782136,0.716171,0.651736,0.328871,0.291942,0.187514,0.132915,0.725490,0.556863,0.717647
571,0.829854,0.655079,0.740351,0.157725,-0.057829,-0.985788,0.756155,0.178502,-0.629577,1.583087,0.417659,0.530334,0.557770,0.064606,0.136278,0.569944,0.348832,0.466667,0.482353,0.513726
572,0.467914,0.684220,0.281640,0.295921,0.417414,-0.859184,-0.145218,0.030372,-0.988933,0.050581,0.816858,0.717930,0.146391,0.004132,0.480912,0.252169,0.089462,0.215686,0.247059,0.137255
573,0.685656,0.502767,0.799485,-0.040571,-0.835080,-0.548631,-0.357188,-0.716215,-0.599545,5.942580,0.457052,0.546879,0.427823,0.111282,0.469693,0.736839,0.734698,0.627451,0.588235,0.674510
574,0.851489,0.400840,0.319382,-0.343077,-0.558780,-0.755025,0.084368,-0.122468,-0.988880,14.056640,0.457826,0.411284,0.064319,0.240667,0.073998,0.499930,0.903856,0.800000,0.545098,0.388235
575,0.002074,0.485027,0.499049,0.585012,-0.251025,-0.771199,0.113398,-0.755575,-0.645172,2.599730,0.623645,0.531333,0.577546,0.601537,0.603155,0.248245,0.465402,0.164706,0.505882,0.564706
576,0.460260,0.566429,0.168335,-0.096280,-0.274243,-0.956829,-0.190636,-0.523481,-0.830437,1.057456,0.814933,0.977190,0.571206,0.599446,0.241931,0.164877,0.100947,0.509804,0.584314,0.262745
577,0.117553,0.242292,0.260379,0.188768,0.185505,-0.964342,-0.260367,0.046854,-0.964372,3.652768,0.697290,0.388841,0.128949,5.759257,0.152626,0.697201,0.257611,0.380392,0.662745,0.537255
578,0.154602,0.765573,0.092796,0.563266,-0.593017,-0.575380,-0.138156,-0.100052,-0.985344,0.738073,0.936062,0.873068,0.093406,2.076073,0.509484,0.668627,0.501143,0.415686,0.913726,0.341177
579,0.821617,0.072307,0.953729,0.585948,0.258849,-0.767895,-0.061730,-0.072487,-0.995457,0.482334,0.993219,0.203190,0.888312,0.065710,0.528925,0.663314,0.849116,0.552941,0.156863,0.592157
580,0.746383,0.582876,0.951052,0.588581,0.210066,-0.780669,-0.014609,0.002657,-0.999890,1.024087,0.830876,0.551594,0.851409,0.552490,0.060380,0.922915,0.249932,0.572549,0.643137,0.721569
581,0.429830,0.519898,0.466822,0.124226,0.353206,-0.927261,0.205121,-0.731996,-0.649698,4.013857,0.014158,0.033487,0.518351,0.215328,0.009674,0.530240,0.043692,0.160784,0.419608,0.400000
582,0.025967,0.791277,0.944841,-0.563166,0.327097,-0.758849,-0.203240,0.458609,-0.865084,0.051283,0.361534,0.929973,0.803556,0.117895,0.258412,0.555580,0.632859,0.145098,0.478431,0.529412
583,0.982662,0.653643,0.605006,-0.064289,0.117543,-0.990985,-0.508802,0.619128,-0.598165,0.131338,0.874214,0.238165,0.494481,0.034810,0.959886,0.104194,0.614850,0.494118,0.215686,0.321569
584,0.021110,0.914184,0.425844,-0.092213,-0.487538,-0.868219,-0.400753,-0.698966,-0.592321,4.224458,0.928487,0.550001,0.458853,0.212151,0.506386,0.206274,0.595051,0.215686,0.729412,0.486275
585,0.870547,0.150248,0.554735,-0.351105,0.686040,-0.637240,-0.467459,0.352405,-0.810736,3.986619,0.949757,0.837365,0.891743,0.241654,0.185484,0.527266,0.580659,0.909804,0.384314,0.721569
586,0.200135,0.505386,0.561027,-0.153512,0.197348,-0.968240,-0.240212,-0.054972,-0.969163,0.095755,0.044122,0.609564,0.051357,1.671144,0.970005,0.002840,0.143002,0.494118,0.247059,0.517647
587,0.390927,0.446413,0.358367,-0.605164,-0.476210,-0.637966,-0.038828,0.705866,-0.707281,16.369490,0.550147,0.075547,0.106138,2.121871,0.006046,0.191009,0.926439,0.419608,0.525490,0.670588
588,0.295069,0.146637,0.461349,0.083673,-0.213449,-0.973364,-0.184706,-0.009460,-0.982748,1.701422,0.537375,0.909931,0.920658,2.121139,0.171219,0.057820,0.901592,0.447059,0.333333,0.784314
589,0.428632,0.364373,0.330038,-0.478749,-0.202851,-0.854196,-0.544450,-0.032089,-0.838180,0.037363,0.436250,0.631488,0.073818,0.438867,0.454070,0.034450,0.513319,0.431373,0.219608,0.388235
590,0.673124,0.132011,0.090120,0.101753,0.099219,-0.989850,0.138934,-0.299941,-0.943786,0.009456,0.884840,0.591973,0.892956,0.265423,0.022053,0.184010,0.911134,0.250980,0.176471,0.219608
591,0.644222,0.844047,0.296316,0.651157,-0.131650,-0.747438,0.287432,-0.434578,-0.853537,1.748840,0.744268,0.675287,0.557145,0.614316,0.918797,0.338786,0.036482,0.733333,0.717647,0.337255
592,0.615131,0.991209,0.741583,-0.516369,-0.111120,-0.849126,0.239176,0.122082,-0.963271,1.979135,0.024912,0.089454,0.586293,0.113756,0.872017,0.688846,0.495422,0.443137,0.541177,0.560784
593,0.353739,0.489630,0.038600,0.063441,0.110925,-0.991802,-0.516382,0.311789,-0.797582,4.406150,0.763387,0.035247,0.807007,1.494854,0.979361,0.623822,0.298669,0.674510,0.658824,0.254902
594,0.661875,0.925851,0.287334,-0.067710,0.310140,-0.948277,0.551875,0.338796,-0.762005,1.127826,0.171285,0.159114,0.683269,0.696225,0.656053,0.832613,0.021465,0.650980,0.815686,0.325490
595,0.301685,0.532824,0.950972,0.161853,-0.027146,-0.986441,-0.200520,0.832336,-0.516728,8.877499,0.761420,0.331463,0.671919,0.477796,0.168048,0.829490,0.746146,0.501961,0.600000,0.901961
596,0.469617,0.430216,0.503431,0.063317,-0.335693,-0.939841,0.419404,0.499863,-0.757785,1.654646,0.507370,0.871246,0.027141,0.195257,0.018079,0.280094,0.553010,0.356863,0.470588,0.403922
597,0.060280,0.616943,0.929004,0.124318,-0.019496,-0.992051,-0.149953,0.256232,-0.954913,14.479620,0.491812,0.203675,0.467713,0.008836,0.954993,0.204026,0.497219,0.274510,0.486275,0.874510
598,0.195549,0.438640,0.826936,0.385509,0.029022,-0.922247,-0.532162,-0.315949,-0.785481,6.452030,0.055074,0.602686,0.073302,0.998232,0.452764,0.279288,0.375542,0.364706,0.568628,0.698039
599,0.598053,0.028748,0.775274,-0.475436,-0.169496,-0.863268,-0.098333,0.236411,-0.966665,2.204514,0.196708,0.194562,0.593605,0.780732,0.395984,0.506064,0.038928,0.576471,0.184314,0.596079
600,0.783158,0.419712,0.223509,-0.163579,-0.770534,-0.616051,-0.792557,0.331080,-0.512094,4.332317,0.903795,0.659797,0.291419,0.269732,0.185830,0.606421,0.776830,0.623529,0.462745,0.329412
601,0.119435,0.978551,0.666909,-0.328715,-0.025182,-0.944094,-0.698261,0.267687,-0.663909,0.354659,0.121673,0.295253,0.914329,0.769908,0.662487,0.354123,0.480754,0.305882,0.713726,0.654902
602,0.482737,0.851173,0.220728,-0.095445,-0.470983,-0.876964,0.296189,-0.575079,-0.762599,2.246994,0.359524,0.135690,0.666960,0.234833,0.222845,0.514336,0.549533,0.407843,0.552941,0.364706
603,0.913130,0.670903,0.254555,0.540571,0.000041,-0.841298,-0.649578,0.475156,-0.593528,20.971500,0.472615,0.777801,0.186873,0.680604,0.555148,0.419517,0.884896,0.803922,0.749020,0.439216
604,0.718528,0.096617,0.727907,0.015415,0.207473,-0.978119,0.187101,0.096129,-0.977626,7.338885,0.707669,0.725825,0.392345,0.166502,0.735578,0.614038,0.271487,0.839216,0.345098,0.639216
605,0.673400,0.557811,0.928919,-0.409216,-0.453777,-0.791599,0.709409,0.247025,-0.660089,28.410330,0.032388,0.679067,0.714027,0.774949,0.804810,0.853905,0.494561,0.705882,0.733333,0.894118
606,0.162621,0.921361,0.545568,-0.355249,0.233888,-0.905038,0.370656,-0.648421,-0.664955,8.140128,0.155678,0.692723,0.127827,0.743333,0.872015,0.303096,0.830286,0.368628,0.811765,0.635294
607,0.876576,0.830593,0.860424,0.467657,-0.550770,-0.691338,0.160803,-0.166662,-0.972814,5.154175,0.460822,0.068818,0.673364,0.380426,0.216952,0.651961,0.977728,0.698039,0.639216,0.870588
608,0.880722,0.873572,0.064238,-0.400116,0.739815,-0.540907,-0.073927,0.035732,-0.996623,11.220780,0.123495,0.461451,0.353078,0.940896,0.849749,0.301273,0.610435,0.858824,0.815686,0.290196
609,0.462813,0.126281,0.403214,0.620052,0.329391,-0.712066,-0.103122,0.041072,-0.993820,2.774822,0.362056,0.508770,0.300963,0.213542,0.632858,0.403375,0.644205,0.450980,0.250980,0.403922
610,0.164855,0.164364,0.416914,-0.580271,-0.248827,-0.775481,-0.008491,0.384894,-0.922922,4.110621,0.886760,0.784546,0.719686,0.258451,0.032025,0.476452,0.906494,0.364706,0.360784,0.552941
611,0.778476,0.984471,0.021556,0.811591,0.134113,-0.568624,-0.424930,-0.388052,-0.817832,11.627470,0.658617,0.987978,0.276046,0.134535,0.142686,0.217392,0.909622,0.509804,0.698039,0.160784
612,0.765988,0.661083,0.024215,-0.241219,-0.023674,-0.970182,-0.583276,-0.170439,-0.794191,6.137550,0.744097,0.525674,0.074818,0.614581,0.625694,0.682965,0.054943,0.886275,0.745098,0.141177
613,0.336684,0.732011,0.518746,0.280694,0.326321,-0.902621,-0.098270,-0.318357,-0.942864,3.837091,0.427031,0.136967,0.547394,0.702186,0.678944,0.959766,0.609398,0.501961,0.752941,0.627451
614,0.167018,0.759325,0.627013,-0.772991,-0.327161,-0.543554,-0.153472,-0.254683,-0.954768,3.357590,0.314324,0.825073,0.377877,0.259838,0.942203,0.950392,0.547250,0.313726,0.780392,0.545098
615,0.153320,0.877631,0.746351,-0.827309,0.130887,-0.546286,-0.738251,-0.451988,-0.500691,4.011344,0.068715,0.450311,0.378370,0.457275,0.247777,0.604558,0.391693,0.239216,0.749020,0.627451
616,0.686743,0.106272,0.701932,-0.580906,0.433233,-0.689099,-0.732098,0.033916,-0.680355,0.522722,0.372672,0.674872,0.893593,0.493321,0.275231,0.161233,0.087619,0.517647,0.207843,0.529412
617,0.209220,0.862508,0.558805,-0.325926,0.193682,-0.925343,0.569576,-0.329458,-0.753021,1.232951,0.841360,0.052153,0.492157,0.536924,0.557242,0.261672,0.273281,0.368628,0.572549,0.486275
618,0.470824,0.264628,0.599202,-0.230329,0.212944,-0.949528,-0.735300,-0.148595,-0.661252,0.317916,0.095204,0.797121,0.626870,0.115414,0.883050,0.966734,0.822577,0.388235,0.321569,0.450980
619,0.435550,0.435370,0.997693,-0.256126,0.001415,-0.966642,-0.354729,0.602943,-0.714582,2.469984,0.170639,0.302219,0.510496,0.078535,0.365482,0.885810,0.078418,0.301961,0.384314,0.615686
620,0.561397,0.643091,0.521860,-0.210091,0.124342,-0.969743,0.401360,-0.708803,-0.580094,0.381511,0.556186,0.626258,0.906164,0.234302,0.404379,0.678728,0.416747,0.431373,0.517647,0.435294
621,0.370433,0.351199,0.642061,0.533395,0.409931,-0.739896,0.027330,0.056446,-0.998032,2.318345,0.326497,0.309475,0.058748,0.154340,0.480992,0.916670,0.417808,0.356863,0.384314,0.407843
622,0.556647,0.090951,0.715525,0.298752,-0.435803,-0.849013,0.702816,-0.109861,-0.702838,5.180766,0.568238,0.181867,0.502673,1.109484,0.390505,0.656115,0.232591,0.686275,0.301961,0.709804
623,0.031253,0.829680,0.045265,-0.179964,0.767371,-0.615431,-0.719918,-0.227196,-0.655820,3.299882,0.903814,0.927840,0.387060,0.159070,0.841110,0.727619,0.581027,0.203922,0.717647,0.184314
624,0.292966,0.693082,0.928106,0.355051,0.779059,-0.516727,-0.149681,0.552279,-0.820112,2.038381,0.524802,0.970489,0.003286,0.549028,0.819390,0.042979,0.513249,0.462745,0.682353,0.694118
625,0.764467,0.930614,0.423914,-0.664753,-0.492949,-0.561343,-0.566027,0.462747,-0.682260,0.450283,0.568135,0.228646,0.593814,1.449195,0.204405,0.531850,0.681731,0.647059,0.866667,0.627451
626,0.222137,0.363280,0.577678,0.669385,-0.128736,-0.731677,-0.138039,0.164899,-0.976603,0.870989,0.284582,0.384071,0.910171,0.684991,0.312290,0.260362,0.447591,0.325490,0.400000,0.600000
627,0.099200,0.673887,0.905861,0.397368,0.283032,-0.872921,0.109105,0.053403,-0.992595,0.157872,0.345967,0.978307,0.844609,0.052619,0.788023,0.436519,0.896895,0.160784,0.419608,0.509804
628,0.097716,0.308324,0.570985,0.053004,-0.286772,-0.956531,-0.721160,0.149460,-0.676454,0.537846,0.154198,0.148692,0.659151,2.096807,0.254310,0.311588,0.812974,0.282353,0.486275,0.811765
629,0.048961,0.711020,0.559564,-0.133581,-0.365664,-0.921111,0.815066,0.142799,-0.561495,10.995520,0.640220,0.562586,0.852240,0.077458,0.929125,0.060197,0.362235,0.223529,0.639216,0.698039
630,0.691699,0.431478,0.861381,-0.064919,-0.585528,-0.808049,-0.137662,-0.744202,-0.653615,0.186573,0.959981,0.644943,0.114229,0.318258,0.643803,0.288849,0.837501,0.584314,0.380392,0.658824
631,0.690862,0.199798,0.653760,-0.029105,-0.001078,-0.999576,0.256847,0.316508,-0.913155,6.785660,0.715811,0.048812,0.545891,0.291147,0.701976,0.086241,0.001470,0.815686,0.188235,0.658824
632,0.761321,0.063018,0.921414,0.169884,-0.823092,-0.541904,-0.020901,-0.465724,-0.884683,0.806928,0.989630,0.453464,0.744216,0.076040,0.384255,0.398848,0.145807,0.607843,0.160784,0.572549
633,0.713675,0.435418,0.635869,0.198163,0.038442,-0.979415,-0.030188,0.025452,-0.999220,1.974098,0.836151,0.512077,0.440893,1.287636,0.494539,0.367556,0.898843,0.811765,0.568628,0.803922
634,0.484556,0.857441,0.106499,0.403854,0.748037,-0.526633,0.193853,-0.275437,-0.941571,0.902847,0.438779,0.777761,0.861000,1.892758,0.628357,0.546574,0.408874,0.698039,0.898039,0.345098
